"","country","year","Life.Exp","Adol.Fertility","Total.Pop","GDP.Capita","Educ.Exp","Health.Exp","GirlsBoys.Ratio","iso3c","region","income"
"40","Austria",2005,79.3317073170732,12.014,8227829,314648986444.472,5.27148,10.53141508,0.99853,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"41","Austria",2006,79.8804878048781,11.57,8268641,334309371471.584,5.25293,10.35154773,0.99176,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"42","Austria",2009,80.3317073170732,10.1016,8343323,397594276187.83,5.7674,11.19443731,0.98817,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"43","Austria",2001,78.5756097560976,13.6346,8042293,196953628635.347,5.58635,10.11903601,0.98964,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"44","Austria",2007,80.1804878048781,11.126,8295487,386458951546.674,5.17663,10.40127692,0.98737,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"45","Austria",2002,78.6780487804878,13.346,8081957,212970685111.989,5.53269,10.27003327,0.99015,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"46","Austria",2004,79.1804878048781,12.458,8171966,299857238639.185,5.32094,10.55988254,1.00153,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"47","Australia",2010,81.6951219512195,16.1562,22031750,1142250506474.06,5.57355,9.01527191,0.9982,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"48","Australia",2006,81.0414634146342,17.0638,20697900,746880802635.52,4.74288,8.49118995,1.01191,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"49","Australia",2011,81.8951219512195,15.8416,22340024,1389919156068.22,5.10608,9.19934655,0.99652,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"50","Australia",2007,81.2926829268293,17.1,20827600,853053309256.497,4.65902,8.5306305,1.00807,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"51","Australia",2009,81.5439024390244,16.4708,21691700,926563834486.821,5.0942,9.04605596,1.00177,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"52","Australia",2008,81.3951219512195,16.7854,21249200,1054557743957.03,4.63339,8.78349607,1.00558,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"53","Australia",2005,80.8414634146341,17.0276,20394800,693075477371.824,4.91079,8.45389263,1.01516,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"54","Australia",2000,79.2341463414634,17.9326,19153000,414951956289.644,4.89425,8.07814515,1.02141,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"55","Azerbaijan",2003,68.0036829268293,37.0942,8234100,7275766111.24309,3.28615,6.56328804,0.94349,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"56","Azerbaijan",2009,70.2936829268293,50.3442,8947243,44291490420.5026,3.22431,5.85024048,0.98923,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"57","Azerbaijan",2000,66.758243902439,37.1604,8048600,5272617196.04517,3.85399,4.67081301,0.98161,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"58","Azerbaijan",2002,67.5610731707317,34.34,8171950,6236024951.20423,3.15449,4.46710558,0.97565,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"59","Azerbaijan",2008,70.0639512195122,49.2276,8763400,48852482960.0779,2.44093,4.37406647,0.99469,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"60","Azerbaijan",2007,69.756512195122,48.111,8581300,33050343782.7759,2.54928,5.09525293,0.99688,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"61","Azerbaijan",2005,68.9372682926829,42.6026,8391850,13245421880.834,2.97462,7.8639081,0.94511,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"62","Azerbaijan",2004,68.4701951219512,39.8484,8306500,8680511918.49357,3.44766,7.92454395,0.96352,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"63","Azerbaijan",2001,67.1502926829268,35.7502,8111200,5707618246.56848,3.50342,4.48244097,0.98392,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"64","Azerbaijan",2010,70.4513170731707,51.4608,9054332,52902703376.1056,2.78062,5.3336001,0.98953,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"65","Azerbaijan",2011,70.5518048780488,52.5774,9173082,65951627200.2026,2.43564,5.00932503,0.98052,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"66","Azerbaijan",2006,69.375243902439,45.3568,8484550,20983019923.8863,2.55551,6.16806759,0.93628,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"67","Barbados",2008,74.5191951219512,47.6772,277315,4.595e+09,5.06121,6.01496305,1.00199,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"68","Barbados",2009,74.6824878048781,47.4834,278466,4.602e+09,5.32773,6.21396814,1.00776,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"69","Barbados",2002,73.5463170731707,49.112,271479,3169500000,5.77131,5.76189211,0.99093,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"70","Barbados",2001,73.3839268292683,49.6954,270686,3116500000,5.9389,5.47182997,0.98834,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"71","Barbados",2000,73.219512195122,50.2788,269838,3121500000,4.62159,5.15515307,0.98114,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"72","Barbados",2003,73.7071707317073,48.8638,272261,3.275e+09,6.1233,5.81503159,0.97976,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"73","Barbados",2005,74.0303414634146,48.3674,274013,3897500000,5.56433,5.37770788,0.99602,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"74","Barbados",2004,73.8680243902439,48.6156,273091,3514500000,5.91066,5.71254394,0.98012,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"75","Barbados",2010,74.8452926829268,47.2896,279566,4445500000,5.87482,6.16899137,1.01686,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"76","Barbados",2007,74.3564146341464,47.871,276154,4.546e+09,5.11607,5.63907522,1.0069,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"77","Bangladesh",2009,69.6837804878049,90.2942,149905836,102477791472.39,1.93942,2.90958368,1.04842,"BGD","South Asia","Low income"
"78","Bangladesh",2008,69.2778536585366,91.9356,148252473,91631278239.3237,2.05457,2.84653391,1.06255,"BGD","South Asia","Low income"
"79","Bangladesh",2006,68.4256341463415,96.0996,144839238,71819083683.7403,2.13129,2.79623022,1.05681,"BGD","South Asia","Low income"
"80","Bangladesh",2007,68.8599756097561,93.577,146592687,79611888213.148,2.20222,2.79895606,1.07313,"BGD","South Asia","Low income"
"81","Belgium",2002,78.0756097560976,10.95,10332785,258860342555.995,5.95818,8.46176755,0.99264,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"82","Belgium",2008,79.6804878048781,10.112,10709973,518626043650.212,6.27367,9.59842645,0.99828,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"83","Belgium",2009,79.9829268292683,9.838,10796493,484552653514.865,6.39845,10.39434014,0.99734,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"84","Belgium",2005,78.9804878048781,10.6116,10478617,387365999253.824,5.77514,9.24428757,0.99576,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"85","Belgium",2007,79.7829268292683,10.386,10625700,471821790309.335,5.843,9.25207442,0.99757,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"86","Belgium",2003,78.1292682926829,10.8372,10376133,319003386004.515,5.89272,9.30359795,0.991,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"87","Belgium",2006,79.380487804878,10.4988,10547958,409813072387.404,5.82776,9.17112797,0.99488,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"88","Belgium",2004,78.8780487804878,10.7244,10421137,370885274397.815,5.81384,9.32102699,0.9963,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"89","Belgium",2010,80.1829268292683,9.564,10895586,483577483443.709,6.39667,10.16564067,0.99843,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"90","Belgium",2011,80.5853658536585,9.29,11047744,526975257158.743,6.36516,10.42349563,0.9992,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"91","Belgium",2001,77.9731707317073,10.7954,10286570,237841610738.255,5.85421,8.29205205,0.99316,"BEL","Europe & Central Asia (all income levels)","High income: OECD"
"92","Burkina Faso",2006,54.4039024390244,131.1412,13834195,5844669845.53733,4.45703,6.57889926,0.81823,"BFA","Sub-Saharan Africa (all income levels)","Low income"
"93","Burkina Faso",2010,57.0513902439024,121.1052,15632066,8979966766.07232,3.93896,7.17005016,0.9059,"BFA","Sub-Saharan Africa (all income levels)","Low income"
"94","Burkina Faso",2011,57.4920487804878,118.2566,16106851,10724061338.5874,4.48326,5.16945672,0.92017,"BFA","Sub-Saharan Africa (all income levels)","Low income"
"95","Burkina Faso",2005,53.5813170731707,132.6314,13421929,5462709498.45119,4.4326,6.87238586,0.80142,"BFA","Sub-Saharan Africa (all income levels)","Low income"
"96","Burkina Faso",2007,55.1888048780488,129.651,14264002,6771277870.96412,4.58858,6.62938957,0.83908,"BFA","Sub-Saharan Africa (all income levels)","Low income"
"97","Bulgaria",2002,71.8658536585366,40.928,7868468,16360346653.8276,3.39842,7.40609292,0.97973,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"98","Bulgaria",2006,72.6121951219512,42.5216,7699020,34304448149.8108,3.98817,6.6734753,0.98892,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"99","Bulgaria",2005,72.5609756097561,42.1232,7739900,29821662537.3229,4.18855,7.07978092,0.98878,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"100","Bulgaria",2001,71.7682926829268,42.3922,8020282,14135393875.5893,3.35575,7.23446648,0.97444,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"101","Bulgaria",2003,72.0658536585366,41.3264,7823557,21074775206.3254,4.00671,7.43475437,0.9811,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"102","Bulgaria",2008,72.9634146341463,42.7538,7492561,54666642734.2757,4.31128,6.61156197,1.00044,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"103","Bulgaria",2009,73.4121951219512,42.5876,7444443,51783454183.5501,4.43296,6.77819389,1.00341,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"104","Bulgaria",2004,72.5634146341463,41.7248,7781161,26094622563.6468,2.34126,7.08595529,0.98406,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"105","Bulgaria",2007,72.6634146341463,42.92,7545338,44765733379.986,3.7474,6.41034419,0.99282,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"106","Bulgaria",2011,74.1634146341463,42.2552,7348328,56949835051.5464,3.66867,6.88297734,0.99786,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"107","Bulgaria",2010,73.5121951219512,42.4214,7395599,49939168133.207,4.01754,7.24456053,1.00038,"BGR","Europe & Central Asia (all income levels)","Upper middle income"
"108","Burundi",2002,51.9282682926829,36.612,7159918,825394490.159111,3.00493,5.15367588,0.77354,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"109","Burundi",2000,51.4854878048781,40.9328,6767073,870486065.883137,2.64548,4.97839061,0.79165,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"110","Burundi",2001,51.7248292682927,38.7724,6946720,876794723.068586,2.90391,4.96067407,0.78892,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"111","Burundi",2005,52.6969512195122,34.7616,7934213,1117257279.46188,3.63169,9.83776739,0.84383,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"112","Burundi",2008,53.8910243902439,32.8736,8821795,1611634331.64869,5.19355,7.85946357,0.93193,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"113","Burundi",2010,54.8291951219512,31.5648,9461117,2026864469.36388,6.79287,8.82066864,0.96644,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"114","Burundi",2004,52.3963902439024,35.3784,7661613,915257323.3961,3.74496,7.10205754,0.81933,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"115","Burundi",2011,55.3120243902439,30.9104,9790151,2355652125.85184,5.99779,8.57801472,0.98267,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"116","Burundi",2009,54.3512195121951,32.2192,9137786,1739781488.7457,6.31979,6.96418727,0.94756,"BDI","Sub-Saharan Africa (all income levels)","Low income"
"117","Benin",2002,55.8143170731707,115.659,7414744,3054571081.6912,3.21089,4.27443185,0.6974,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"118","Benin",2001,55.4664878048781,117.0918,7174911,2680213931.46472,3.46637,4.68672761,0.67739,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"119","Benin",2010,58.7297073170732,96.1724,9509798,6970240895.49888,5.34238,4.94824039,0.8765,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"120","Benin",2008,58.204512195122,102.1248,8973525,7132787396.66547,4.08138,4.19564004,0.84067,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"121","Benin",2004,56.6331707317073,111.4358,7922796,4521424807.22519,3.91554,4.56185468,0.74517,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"122","Benin",2005,57.0659756097561,109.3242,8182362,4803702821.08055,4.00211,4.73384847,0.77053,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"123","Benin",2003,56.2080731707317,113.5474,7665681,3905366187.87017,3.42565,4.63066141,0.7156,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"124","Benin",2009,58.4912682926829,99.1486,9240982,7097198711.61023,4.5508,4.46430984,0.85969,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"125","Benin",2006,57.4833902439024,107.2126,8443717,5142380779.44103,3.82888,4.75046608,0.79958,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"126","Benin",2000,55.188243902439,118.5246,6949366,2569186642.86999,3.14591,4.33873071,0.6664,"BEN","Sub-Saharan Africa (all income levels)","Low income"
"127","Brunei Darussalam",2011,77.9323170731708,22.1818,399443,16691533190.2377,3.68108,2.24592919,0.99281,"BRN","East Asia & Pacific (all income levels)","High income: nonOECD"
"128","Brunei Darussalam",2010,77.5982682926829,22.5896,393302,12370616061.6062,2.04661,2.73321659,0.99589,"BRN","East Asia & Pacific (all income levels)","High income: nonOECD"
"129","Brunei Darussalam",2000,75.2888048780488,25.6614,330554,6001153306.2645,3.70591,3.05392326,0.96497,"BRN","East Asia & Pacific (all income levels)","High income: nonOECD"
"130","Bolivia",2011,66.9425609756098,74.4374,10078238,23963033443.8518,6.89264,5.49176327,0.97859,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"131","Bolivia",2010,66.407756097561,76.2958,9918245,19649631308.1648,7.60011,5.44301385,0.97998,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"132","Bolivia",2002,61.8288292682927,87.915,8653343,7905485216.17852,6.23031,6.52937179,0.97956,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"133","Bolivia",2008,65.2738048780488,80.0126,9599916,16674324634.2373,7.03973,5.00221817,0.98641,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"134","Bolivia",2003,62.3989756097561,86.7062,8810420,8082364868.39357,6.37904,5.30411075,0.98485,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"135","Bolivia",2001,61.2591951219512,88.9386,8496378,8141537937.61068,5.89946,6.31154371,0.97739,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"136","Bolivia",2000,60.6900487804878,89.9622,8339512,8397912509.09679,5.47342,5.66983151,0.97533,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"137","Bolivia",2006,64.1149512195122,83.0798,9283345,11451869164.7112,6.31361,5.19483534,0.9908,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"138","Bolivia",2009,65.848,78.1542,9758799,17339992165.2422,8.0812,5.76173626,0.98144,"BOL","Latin America & Caribbean (all income levels)","Lower middle income"
"139","Bhutan",2009,67.4166585365854,40.6,707830,1264758197.96593,4.62672,6.02784218,1.01925,"BTN","South Asia","Lower middle income"
"140","Bhutan",2008,66.8850243902439,44.892,694990,1258332337.28382,4.7975,6.57982434,1.01155,"BTN","South Asia","Lower middle income"
"141","Bhutan",2000,60.6503902439025,78.891,564187,439158233.199822,5.51379,6.91231672,0.87461,"BTN","South Asia","Lower middle income"
"142","Bhutan",2001,61.5466341463415,74.509,580784,476360697.181606,5.7178,5.91345001,0.89092,"BTN","South Asia","Lower middle income"
"143","Bhutan",2011,68.3231951219512,32.016,732246,1820207625.80217,4.65258,4.73145771,1.01534,"BTN","South Asia","Lower middle income"
"144","Bhutan",2005,64.9184390243903,57.5612,651163,818869145.124717,7.0781,5.28092275,0.97524,"BTN","South Asia","Lower middle income"
"145","Bhutan",2004,64.1361707317073,61.7498,634235,702682018.976169,6.41799,4.40750213,0.97077,"BTN","South Asia","Lower middle income"
"146","Bhutan",2010,67.8924146341463,36.308,720246,1585472534.10547,4.02447,5.17176159,1.02334,"BTN","South Asia","Lower middle income"
"147","Botswana",2007,59.0745609756098,49.185,1930431,10939053365.4786,8.88464,4.71306526,0.97385,"BWA","Sub-Saharan Africa (all income levels)","Upper middle income"
"148","Botswana",2005,54.5522195121951,53.6666,1864003,9931134940.51346,10.67859,5.62371187,0.98664,"BWA","Sub-Saharan Africa (all income levels)","Upper middle income"
"149","Botswana",2009,62.4170975609756,45.1106,2007212,10267128733.351,9.63293,6.38817073,0.96726,"BWA","Sub-Saharan Africa (all income levels)","Upper middle income"
"150","Belarus",2004,68.9560975609756,23.4046,9730000,23141587717.7633,5.71226,6.58678934,0.9679,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"151","Belarus",2000,68.9121951219512,27.783,10005000,12736856485.1068,6.19662,6.12884845,0.9887,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"152","Belarus",2005,68.8512195121951,22.9614,9663000,30210091836.8294,5.87103,6.88634578,0.967,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"153","Belarus",2010,70.4048780487805,21.6808,9490000,55220932613.958,5.41013,5.55420409,0.99813,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"154","Belarus",2006,69.4048780487805,22.5182,9604000,36961821893.6976,6.07696,6.33679804,0.97912,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"155","Belarus",2007,70.2034146341464,22.075,9560000,45275747860.6442,5.1521,6.43772703,0.98489,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"156","Belarus",2009,70.4073170731707,21.8122,9507000,49208656976.039,4.51672,6.08504113,0.9935,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"157","Belarus",2011,70.5536585365854,21.5494,9473000,59734593904.6402,4.84382,4.92365904,0.99886,"BLR","Europe & Central Asia (all income levels)","Upper middle income"
"158","Belize",2001,68.4441219512195,94.2016,254989,871860600,5.79918,4.50244268,0.95933,"BLZ","Latin America & Caribbean (all income levels)","Lower middle income"
"159","Belize",2003,68.6971219512195,88.1834,269132,990350000,5.20613,4.5348229,0.97254,"BLZ","Latin America & Caribbean (all income levels)","Lower middle income"
"160","Belize",2000,68.4188780487805,97.2162,247312,832072450,5.02928,3.97615331,0.95148,"BLZ","Latin America & Caribbean (all income levels)","Lower middle income"
"161","Belize",2004,68.8848292682927,85.1798,276085,1057850000,5.2994,4.39392269,0.96837,"BLZ","Latin America & Caribbean (all income levels)","Lower middle income"
"162","Belize",2010,69.7820487804878,72.317,321609,1397113450,6.621,5.84584806,0.9607,"BLZ","Latin America & Caribbean (all income levels)","Lower middle income"
"163","Belize",2009,69.7030731707317,73.601,313925,1336957250,6.10014,5.80764478,0.96235,"BLZ","Latin America & Caribbean (all income levels)","Lower middle income"
"164","Belize",2008,69.5942195121951,74.885,306165,1368625150,5.68789,5.09281839,0.96077,"BLZ","Latin America & Caribbean (all income levels)","Lower middle income"
"165","Canada",2010,81.4129268292683,12.3764,34005274,1613406134731.12,5.37116,11.20113293,1.00493,"CAN","North America","High income: OECD"
"166","Canada",2007,80.6343902439024,13.94,32887928,1464977190205.75,4.79737,9.834884,0.99511,"CAN","North America","High income: OECD"
"167","Canada",2011,81.3492926829268,11.8552,34342780,1788703385548.26,5.27246,10.82129629,1.0068,"CAN","North America","High income: OECD"
"168","Canada",2009,81.1114634146342,12.8976,33628571,1371153004986.44,4.87313,11.17309256,1.00128,"CAN","North America","High income: OECD"
"169","Canada",2005,80.2926829268293,14.1248,32312000,1169357979864.66,4.80467,9.57259884,0.99157,"CAN","North America","High income: OECD"
"170","Canada",2000,79.2365853658537,16.6848,30769700,742293448252.643,5.45619,8.66856172,1.00153,"CAN","North America","High income: OECD"
"171","Canada",2008,80.8253658536586,13.4188,33245773,1549131208997.19,4.66087,10.0314672,0.998,"CAN","North America","High income: OECD"
"172","Congo, Dem. Rep.",2010,56.8961463414634,126.6196,65938712,20523285374.187,1.60244,4.04297925,0.8704,"COD","Sub-Saharan Africa (all income levels)","Low income"
"173","Central African Republic",2006,45.1631219512195,109.8056,4127112,1460562038.37097,1.40242,3.98872906,0.68721,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"174","Central African Republic",2007,45.6873902439024,106.623,4202104,1698125617.92304,1.31289,4.04420573,0.6966,"CAF","Sub-Saharan Africa (all income levels)","Low income"
"175","Central African Republic",2005,44.7380975609756,112.9882,4055608,1350301057.06866,1.63638,4.29009912,0.68814,"CAF","Sub-Saharan Africa (all income levels)","Low income"
