"","country","year","Life.Exp","Adol.Fertility","Total.Pop","GDP.Capita","Educ.Exp","Health.Exp","GirlsBoys.Ratio","iso3c","region","income"
"136","Angola",2002,46.7117317073171,206.176,16109696,12497346669.6684,NA,3.63392075,NA,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"137","Angola",2000,45.2047804878049,210.6736,15058638,9129634978.33773,2.60753,2.78728366,NA,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"138","Angola",2003,47.3931707317073,202.6216,16691395,14188949190.618,NA,4.40528442,NA,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"139","Angola",2011,51.0593170731707,178.436,21942296,104115923082.737,NA,3.3795827,0.63983,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"140","Angola",2010,50.6541707317073,180.928,21219954,82470913120.7314,3.47644,3.39114609,0.81266,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"141","Angola",2009,50.2510243902439,183.42,20520103,75492384801.3695,NA,4.37177378,0.84927,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"142","Angola",2005,48.5388048780488,195.5128,17912942,28233712830.9035,2.7762,4.10396002,NA,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"143","Angola",2006,49.0070487804878,191.9584,18541467,41789478661.3096,2.85969,4.54243749,NA,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"144","Angola",2004,48.003512195122,199.0672,17295500,19640848728.8937,NA,4.70732007,NA,"AGO","Sub-Saharan Africa (all income levels)","Lower middle income"
"145","Argentina",2007,75.0090487804878,60.586,39969903,329317513142.711,3.89635,6.49458405,0.98527,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"146","Argentina",2004,74.5187804878049,63.2116,38728778,181873056796.968,3.15654,6.84056093,0.98839,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"147","Argentina",2006,74.8499024390244,61.4612,39558750,262666517346.674,3.65499,6.68187054,0.98417,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"148","Argentina",2005,74.6878048780488,62.3364,39145491,220813784300.124,3.47405,6.84561938,0.98637,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"149","Argentina",2000,73.7558048780488,66.8976,37057453,284203750000,4.58031,9.21275669,0.98284,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"150","Argentina",2008,75.1662682926829,61.264,40381860,403781994527.786,4.33782,6.66371839,0.99094,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"151","Argentina",2010,75.4849756097561,62.62,41222875,461640242696.171,4.60637,6.55015616,0.98189,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"152","Argentina",2003,74.3412682926829,64.0868,38309475,127586251760.673,3.53505,8.21606274,0.99319,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"153","Argentina",2002,74.1557804878049,64.962,37889443,97724513456.4782,4.01734,8.31392968,0.9876,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"154","Argentina",2009,75.3245609756098,61.942,40798641,376627876887.774,4.89,7.63475841,0.98552,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"155","Argentina",2011,75.6490487804878,63.298,41655616,557890203658.125,4.98632,5.89274265,0.98787,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"156","Argentina",2001,73.9603170731707,65.9298,37471535,268696750000,4.83374,9.37589012,0.9867,"ARG","Latin America & Caribbean (all income levels)","Upper middle income"
"157","American Samoa",2011,NA,NA,55316,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"158","American Samoa",2010,NA,NA,55636,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"159","American Samoa",2006,NA,NA,58648,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"160","American Samoa",2004,NA,NA,59262,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"161","American Samoa",2009,NA,NA,56226,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"162","American Samoa",2005,NA,NA,59117,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"163","American Samoa",2002,NA,NA,58729,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"164","American Samoa",2003,NA,NA,59117,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"165","American Samoa",2008,NA,NA,57031,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"166","American Samoa",2000,NA,NA,57522,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"167","American Samoa",2001,NA,NA,58176,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"168","American Samoa",2007,NA,NA,57904,NA,NA,NA,NA,"ASM","East Asia & Pacific (all income levels)","Upper middle income"
"169","Austria",2011,80.9829268292683,9.0772,8391643,429010675562.969,5.61861,10.93557307,0.99049,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"170","Austria",2000,78.1268292682927,13.9232,8011566,196421706283.398,5.59957,10.06456722,0.98957,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"171","Austria",2008,80.4317073170732,10.6138,8321496,427611527757.434,5.29698,10.60392998,0.98288,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"172","Austria",2003,78.6317073170732,12.902,8121423,260721478555.305,5.38187,10.48033992,0.99405,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"173","Austria",2010,80.5804878048781,9.5894,8363404,390235099337.748,5.7332,11.16524816,0.98647,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"174","Austria",2005,79.3317073170732,12.014,8227829,314648986444.472,5.27148,10.53141508,0.99853,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"175","Austria",2006,79.8804878048781,11.57,8268641,334309371471.584,5.25293,10.35154773,0.99176,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"176","Austria",2009,80.3317073170732,10.1016,8343323,397594276187.83,5.7674,11.19443731,0.98817,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"177","Austria",2001,78.5756097560976,13.6346,8042293,196953628635.347,5.58635,10.11903601,0.98964,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"178","Austria",2007,80.1804878048781,11.126,8295487,386458951546.674,5.17663,10.40127692,0.98737,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"179","Austria",2002,78.6780487804878,13.346,8081957,212970685111.989,5.53269,10.27003327,0.99015,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"180","Austria",2004,79.1804878048781,12.458,8171966,299857238639.185,5.32094,10.55988254,1.00153,"AUT","Europe & Central Asia (all income levels)","High income: OECD"
"181","Australia",2010,81.6951219512195,16.1562,22031750,1142250506474.06,5.57355,9.01527191,0.9982,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"182","Australia",2001,79.6341463414634,17.4258,19413000,378459268004.723,NA,8.17867869,1.02342,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"183","Australia",2006,81.0414634146342,17.0638,20697900,746880802635.52,4.74288,8.49118995,1.01191,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"184","Australia",2011,81.8951219512195,15.8416,22340024,1389919156068.22,5.10608,9.19934655,0.99652,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"185","Australia",2003,80.2390243902439,16.9552,19895400,466348281887.012,NA,8.31845119,1.0217,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"186","Australia",2007,81.2926829268293,17.1,20827600,853053309256.497,4.65902,8.5306305,1.00807,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"187","Australia",2009,81.5439024390244,16.4708,21691700,926563834486.821,5.0942,9.04605596,1.00177,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"188","Australia",2008,81.3951219512195,16.7854,21249200,1054557743957.03,4.63339,8.78349607,1.00558,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"189","Australia",2005,80.8414634146341,17.0276,20394800,693075477371.824,4.91079,8.45389263,1.01516,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"190","Australia",2004,80.490243902439,16.9914,20127400,612695262483.995,NA,8.57432053,1.01923,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"191","Australia",2000,79.2341463414634,17.9326,19153000,414951956289.644,4.89425,8.07814515,1.02141,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"192","Australia",2002,79.9365853658537,16.919,19651400,394196316450.398,NA,8.39043833,1.02233,"AUS","East Asia & Pacific (all income levels)","High income: OECD"
"193","Aruba",2002,73.865243902439,41.119,94995,1941094972.06704,4.92427,NA,0.94754,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"194","Aruba",2005,74.2280731707317,36.4834,100031,2331005586.59218,4.68076,NA,0.93762,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"195","Aruba",2003,73.9685609756098,39.5738,97015,2021301675.97765,NA,NA,0.93191,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"196","Aruba",2001,73.7829024390244,42.356,92894,1920262569.8324,4.73949,NA,0.96962,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"197","Aruba",2011,75.0813902439024,27.9282,101936,2584463687.15084,6.03687,NA,0.97148,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"198","Aruba",2010,74.9535365853659,29.2944,101597,2467703910.61453,6.71249,NA,0.98695,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"199","Aruba",2009,74.8181463414634,30.6606,101416,2498932960.89385,5.92467,NA,0.97083,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"200","Aruba",2000,73.7206097560976,43.593,90858,1873452513.96648,4.71468,NA,0.96664,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"201","Aruba",2006,74.3761951219512,34.9382,100830,2421474860.3352,NA,NA,0.95526,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"202","Aruba",2007,74.526756097561,33.393,101218,2623726256.98324,4.79918,NA,0.95633,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"203","Aruba",2008,74.6757317073171,32.0268,101342,2791960893.85475,4.91559,NA,0.96101,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"204","Aruba",2004,74.0908536585366,38.0286,98742,2228279329.60894,4.4089,NA,0.92301,"ABW","Latin America & Caribbean (all income levels)","High income: nonOECD"
"205","Azerbaijan",2003,68.0036829268293,37.0942,8234100,7275766111.24309,3.28615,6.56328804,0.94349,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"206","Azerbaijan",2009,70.2936829268293,50.3442,8947243,44291490420.5026,3.22431,5.85024048,0.98923,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"207","Azerbaijan",2000,66.758243902439,37.1604,8048600,5272617196.04517,3.85399,4.67081301,0.98161,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"208","Azerbaijan",2002,67.5610731707317,34.34,8171950,6236024951.20423,3.15449,4.46710558,0.97565,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"209","Azerbaijan",2008,70.0639512195122,49.2276,8763400,48852482960.0779,2.44093,4.37406647,0.99469,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"210","Azerbaijan",2007,69.756512195122,48.111,8581300,33050343782.7759,2.54928,5.09525293,0.99688,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"211","Azerbaijan",2005,68.9372682926829,42.6026,8391850,13245421880.834,2.97462,7.8639081,0.94511,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"212","Azerbaijan",2004,68.4701951219512,39.8484,8306500,8680511918.49357,3.44766,7.92454395,0.96352,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"213","Azerbaijan",2001,67.1502926829268,35.7502,8111200,5707618246.56848,3.50342,4.48244097,0.98392,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"214","Azerbaijan",2010,70.4513170731707,51.4608,9054332,52902703376.1056,2.78062,5.3336001,0.98953,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"215","Azerbaijan",2011,70.5518048780488,52.5774,9173082,65951627200.2026,2.43564,5.00932503,0.98052,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"216","Azerbaijan",2006,69.375243902439,45.3568,8484550,20983019923.8863,2.55551,6.16806759,0.93628,"AZE","Europe & Central Asia (all income levels)","Upper middle income"
"229","Bosnia and Herzegovina",2002,74.6755853658537,17.401,3808347,6651226179.01829,NA,7.01047901,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"230","Bosnia and Herzegovina",2000,74.2607317073171,20.213,3792878,5505984455.95855,NA,7.08827392,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"231","Bosnia and Herzegovina",2001,74.5009268292683,18.807,3799747,5748990666.17862,NA,7.16021767,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"232","Bosnia and Herzegovina",2008,75.5119756097561,14.8392,3839749,19101454463.7507,NA,8.58190329,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"233","Bosnia and Herzegovina",2009,75.6573658536585,13.8794,3837732,17600630726.6141,NA,9.64051655,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"234","Bosnia and Herzegovina",2011,75.9629268292683,11.9598,3832310,18628022743.4257,NA,9.71201831,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"235","Bosnia and Herzegovina",2003,74.8243658536585,17.0806,3817313,8370020196.19158,NA,7.9408288,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"236","Bosnia and Herzegovina",2004,74.9594878048781,16.7602,3825872,10022840634.9206,NA,9.0438333,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"237","Bosnia and Herzegovina",2005,75.0935365853659,16.4398,3833377,11225138297.1959,NA,8.49615182,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"238","Bosnia and Herzegovina",2006,75.2314390243902,16.1194,3838504,12866524918.2221,NA,8.28337432,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"239","Bosnia and Herzegovina",2010,75.8076829268293,12.9196,3835258,17163117551.4626,NA,9.57831611,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"240","Bosnia and Herzegovina",2007,75.3714878048781,15.799,3840418,15776422673.198,NA,8.37007608,NA,"BIH","Europe & Central Asia (all income levels)","Upper middle income"
"241","Barbados",2011,75.0081463414634,47.0958,280602,4.358e+09,NA,6.66975378,1.00089,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"242","Barbados",2008,74.5191951219512,47.6772,277315,4.595e+09,5.06121,6.01496305,1.00199,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"243","Barbados",2009,74.6824878048781,47.4834,278466,4.602e+09,5.32773,6.21396814,1.00776,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"244","Barbados",2002,73.5463170731707,49.112,271479,3169500000,5.77131,5.76189211,0.99093,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"245","Barbados",2001,73.3839268292683,49.6954,270686,3116500000,5.9389,5.47182997,0.98834,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"246","Barbados",2000,73.219512195122,50.2788,269838,3121500000,4.62159,5.15515307,0.98114,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"247","Barbados",2006,74.1931219512195,48.1192,275040,4303500000,NA,5.27479782,0.98021,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"248","Barbados",2003,73.7071707317073,48.8638,272261,3.275e+09,6.1233,5.81503159,0.97976,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"249","Barbados",2005,74.0303414634146,48.3674,274013,3897500000,5.56433,5.37770788,0.99602,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
"250","Barbados",2004,73.8680243902439,48.6156,273091,3514500000,5.91066,5.71254394,0.98012,"BRB","Latin America & Caribbean (all income levels)","High income: nonOECD"
